PJ_1_Pre,PJ_1_Post,PJ_2_Pre,PJ_2_Post,PJ_5_Pre,PJ_5_Post,PJ_6_Pre,PJ_6_Post,PJ_12_Pre,PJ_12_Post,PJ_17_Pre,PJ_17_Post,PJ_19_Pre,PJ_19_Post,PJ_20_Pre,PJ_20_Post,PJ_21_Pre,PJ_21_Post,PJ_22_Pre,PJ_22_Post,PJ_25_Pre,PJ_25_Post,PJ_27_Pre,PJ_27_Post,PJ_29_Pre,PJ_29_Post,PJ_37_Pre,PJ_37_Post,PJ_42_Pre,PJ_42_Post,PJ_43_Pre,PJ_43_Post,PJ_44_Pre,PJ_44_Post,PJ_45_Pre,PJ_45_Post,PJ_47_Pre,PJ_47_Post,PJ_49_Pre,PJ_49_Post
NRDE2,5.49502,4.21245,5.31567,3.93778,5.48409,3.87461,5.60981,5.69293,5.69634,4.8516,5.58463,5.03123,12.4071,5.21148,4.31883,3.59482,3.56324,4.03995,4.23453,3.36047,6.28508,6.3144,7.46731,5.27546,3.83452,4.78822,12.2318,6.30074,5.40505,4.80414,8.11993,6.67695,4.53729,2.99457,5.9601,6.54241,5.94108,6.17099,5.92448,5.49111
TAPBPL,18.2921,9.83995,25.2552,18.671,39.6664,29.5704,14.2695,7.88388,5.16984,5.72135,13.1854,14.9114,7.73764,15.0955,25.6445,17.4136,9.60301,11.9253,7.58625,7.6452,8.44069,6.97456,14.7341,9.08776,14.862,17.019,10.7187,9.89999,37.2046,16.2571,14.7618,11.7556,20.0556,10.7499,10.3978,6.47812,11.1289,14.926,10.2437,11.4399
CEP55,4.3139,0.461469,2.58441,1.69141,17.4516,1.81297,4.09656,1.17873,10.886,1.45764,12.369,2.65926,34.3829,1.00698,5.54808,1.43957,9.19297,3.06178,2.15176,5.69457,3.39803,1.74284,13.9094,3.41623,6.40795,1.96753,6.72709,4.76894,3.33865,1.24161,6.26464,3.37359,5.48107,0.70299,5.34145,1.15066,6.44042,0.299535,12.4997,1.67742
TMEM140,19.9902,11.0524,10.3803,10.0462,7.25142,7.43621,12.4057,7.97003,17.6278,12.8933,4.49919,5.72709,8.85186,11.0911,9.93351,9.29126,15.0524,9.96887,5.94377,11.6657,5.96138,4.20613,6.96642,6.28884,7.05768,8.28282,5.61706,8.57849,12.4683,8.50746,7.22228,5.74638,10.696,8.38444,8.30682,7.8327,9.00357,8.73569,13.8249,6.08178
GIMAP4,3.79766,5.48571,1.09295,5.00807,10.5149,5.49899,2.38279,1.67616,2.73666,4.83237,0.611915,11.8631,9.40905,7.52175,18.5168,8.63612,2.65899,11.1389,6.17369,1.91522,7.92485,8.04734,3.76707,4.41731,4.96311,20.1734,3.16463,10.9485,3.30859,5.44888,2.34969,5.50922,14.5964,6.33549,4.73941,2.96381,2.34897,1.78787,5.8894,17.8716
BATF3,0.407448,0.30885,0.415915,0.839161,0.472113,0.610262,0.0996683,0.178223,0.127945,0.612816,0.261345,0.91379,0.443325,1.63966,0.808826,2.51513,0.147791,1.24834,0.170701,0.352292,0.416303,0.474164,0.690443,0.464035,0.376247,0.812936,0.357536,0.644661,0.123814,0.550764,0.346804,0.356811,1.03616,0.33431,0.643058,0.273281,0.416055,0.251858,0.366494,1.09641
ANLN,7.9652,1.17784,4.36517,2.07417,27.2018,2.54605,8.12363,2.1538,9.58636,1.52261,9.65736,3.72227,23.834,1.418,13.4357,2.89283,11.9341,3.55215,3.30891,8.87241,10.2957,3.881,20.1214,5.94142,12.1211,2.02907,10.2485,4.60267,5.35112,1.83506,17.6818,8.16577,8.38565,1.1457,5.20706,1.30076,14.7528,1.1159,13.6415,1.5828
TAP2,32.7057,16.1247,18.1463,19.7447,54.9048,22.5538,11.082,10.0016,19.0276,20.9499,7.29549,32.0249,27.9654,19.4793,29.3539,21.1901,12.6479,23.7402,18.7166,9.98927,18.4363,14.5055,21.1661,8.76498,22.829,42.0499,7.89524,30.5985,28.523,16.4276,8.39122,10.643,24.6775,12.6798,7.17987,7.5867,8.87372,7.91902,10.8084,17.3099
UBB,322.395,198.893,15.587,120.223,424.317,374.388,48.2505,72.2185,26.6787,112.299,382.087,368.967,235.768,265.719,241.476,350.127,541.241,488.465,102.599,79.5932,313.802,224.799,526.576,384.458,318.151,409.252,232.68,296.354,119.053,230.226,31.5837,113.01,177.156,127.79,272.198,239.133,82.9535,75.5537,223.35,226.976
TREM2,2.48172,6.09724,1.43498,7.78797,1.80719,1.7845,2.86836,1.07834,1.75816,10.1669,0.999696,17.1892,3.14392,3.87576,6.86686,13.5799,3.6985,16.149,3.16383,3.94038,3.54052,4.95409,2.02971,6.20218,4.88765,15.9975,3.98745,6.20825,4.64773,16.4152,2.70246,7.59848,4.12307,2.90961,4.31289,4.87987,2.14115,5.18295,13.8211,2.60206
ROBO4,1.059,1.67849,0.625573,1.29664,1.60653,1.15334,0.970844,0.695552,0.29154,0.735501,0.0249035,1.49906,0.301792,0.6935,4.32754,3.04311,0.825966,0.988403,0.42712,1.0594,1.67273,1.26091,1.01489,1.16254,0.766071,0.745399,1.10726,0.946407,0.434679,0.67992,0.60173,1.04268,2.08167,0.433315,2.43576,0.585078,0.632415,0.686045,1.07098,2.12286
DLL4,0.969637,1.24156,1.2626,1.42061,1.17155,1.17573,0.689401,0.532236,0.549825,0.501468,0.0736839,1.00083,1.01816,0.659542,2.21998,2.48742,1.21926,1.45469,0.80714,1.37246,1.59082,1.08642,0.856347,0.683887,1.57384,1.291,1.28525,1.47309,0.468354,1.36687,0.622464,0.7416,2.69533,0.705144,2.98019,1.43986,0.551198,0.36164,0.990243,1.35964
HLA-DRA,92.8643,95.6871,185.601,158.006,170.811,187.468,29.6939,23.1678,26.5101,160.759,30.4817,309.195,183.769,295.887,238.302,360.522,65.8224,312.336,179.924,41.9087,138.659,263.105,131.787,62.8789,199.874,666.262,44.7827,187.104,79.7187,207.258,42.1145,163.78,130.736,150.527,68.5646,91.4571,30.072,67.0058,141.98,174.96
HLA-DQA2,4.49083,4.08883,11.0321,9.81436,5.61275,5.14358,1.6801,1.69189,1.31459,9.04632,2.44217,20.9463,7.03152,25.842,3.06037,4.91345,3.49613,40.6051,12.1286,2.41686,14.3359,25.5029,10.1313,2.99456,22.2453,70.7694,1.17919,5.97168,3.98874,12.6626,0.448894,0.740277,10.086,14.6703,4.54809,5.87353,2.14927,5.76184,4.70212,7.46767
NDUFA4L2,0.738894,0.620702,2.09433,0.836274,0.91566,0.558718,2.22042,0.377867,0.19523,0.320604,5.26917,0.54529,0.996254,0.332966,1.49168,1.23652,1.07795,1.20036,0.304752,1.30515,1.19787,0.83929,5.07986,0.360472,2.02853,0.486056,2.23444,0.668906,0.610867,0.648982,1.45716,0.577962,1.28345,0.306074,2.89253,0.333599,1.11817,0.382114,2.31771,1.00381
NFKBIA,33.4813,70.289,79.0883,44.6036,65.5293,62.2368,57.9786,47.393,19.7611,44.5637,42.6242,73.7798,45.3218,80.4729,52.7332,109.586,61.0658,43.2538,36.7937,35.8595,50.2678,86.2597,35.5544,65.5811,30.3305,69.1672,25.9672,26.7996,25.8103,55.3633,19.8787,48.7013,44.6606,28.0081,29.4814,26.3227,46.3496,94.3796,30.2056,52.2268
CCNO,0.0695319,0.189399,1.1579,1.7024,0.615561,0.614794,0.579805,0.707529,0.549663,0.556756,1.5293,0.724009,0.283131,0.319084,0.972485,0.75416,1.24591,0.629177,0.719523,1.13901,1.22042,0.402069,0.885822,0.485264,1.16445,0.318983,1.76264,0.553906,0.529013,0.35449,1.035,0.608906,0.345555,1.35572,2.4914,1.25745,0.694739,1.10684,0.752833,0.290573
CD209,0.871032,0.749708,0.612289,1.18427,0.961713,0.839048,0.197228,0.496802,0.322683,2.76162,0.0595197,0.902223,1.23146,1.22696,6.02826,4.28723,0.398541,2.37853,0.914019,0.557894,2.39264,2.20039,0.522884,0.452851,0.965134,3.01264,0.521734,1.69376,0.636543,1.43654,0.886673,1.97285,3.75431,0.866161,2.66462,1.00734,0.101546,0.540269,0.837415,3.94679
SLAMF7,0.770527,0.572595,0.0390144,1.3737,4.30583,0.451321,0.183661,0.119665,0.60237,3.25279,0.0664395,2.83631,2.27082,4.65928,12.8764,8.98854,0.178066,2.66165,0.73043,0.0958085,1.69522,3.03125,0.57041,0.316422,6.00356,20.1509,0.448958,6.54993,0.504574,2.64298,0.362107,2.19573,1.75491,0.865589,0.419844,0.722284,0.256826,0.351904,0.685447,2.42891
IL22RA1,1.39342,0.419055,1.22715,0.514704,0.107637,0.177446,2.15115,0.958088,0.0333374,0.111773,2.03623,1.09376,0.294034,1.32667,0.366156,0.28907,0.175214,0.286199,0.583773,0.605197,0.108472,0.0807185,1.28208,1.05154,0.343123,0.272339,0.647394,0.263158,0.376381,0.176727,2.27039,1.36417,0.213074,0.186861,0.108365,0.166148,0.526302,0.820306,0.662269,0.184951
FCGR2A,6.11764,12.3527,2.74993,12.4182,20.0609,14.2082,3.5945,3.9679,5.58449,19.6547,1.94461,28.7225,22.0946,17.7101,15.4551,20.414,5.61104,20.3233,11.1654,9.83453,10.5732,15.7588,6.31985,5.40665,11.2605,32.9443,6.60577,13.4932,9.94621,21.9789,5.6046,20.7859,17.1295,14.4936,17.0646,12.3271,9.36263,9.12493,26.7998,20.1082
IL21R,0.461262,0.457639,0.0288048,0.332246,0.980045,0.287399,0.262854,0.0574279,0.0459084,0.300971,0.0508369,0.722363,0.540934,1.376,1.85797,1.84001,0.134562,0.811232,0.192937,0.108034,0.598669,0.553796,0.285984,0.152312,1.21737,3.03543,0.104932,1.08428,0.544223,0.919834,0.160409,0.400706,0.751093,0.294568,0.161298,0.12155,0.189618,0.138945,0.364374,0.617829
MS4A1,0.0330534,0.0476653,0.0129007,0.383751,0.0196535,0.0419727,0.133139,0.0494615,0.0192757,0.14772,0.101857,0.666833,0.43034,6.42917,7.27799,2.26367,0.015586,1.50036,0.243028,0,0.642868,2.04021,0.0943072,0.0395451,0.551096,29.8662,0.0573782,1.81295,0.00725413,0.712597,0.0261242,0.86113,4.12987,0.892779,0.427541,0.212149,0.0283078,0.121421,0.014315,12.9129
RELA,10.487,10.3407,12.9469,10.7149,10.3809,14.1055,8.26758,5.81804,8.01375,9.25322,9.46479,11.008,7.59597,14.3417,11.3724,16.5609,12.7601,12.6059,7.56724,14.5932,8.82302,6.61986,6.97407,9.67023,11.6664,8.90053,11.0976,12.294,9.59786,9.71958,9.46011,6.77472,6.39635,6.02914,9.81221,7.452,8.19182,9.36004,8.83119,7.70677
VSIR,2.70711,3.88695,4.58615,3.45794,1.48654,4.41814,1.50061,1.27666,0.719872,2.04259,1.42755,6.22334,1.40647,4.88315,4.06137,6.11836,2.93002,4.7563,1.56588,2.84689,2.46831,2.85877,0.785892,2.72703,3.29994,4.87582,0.581243,1.72327,2.86345,2.75851,0.864487,1.8336,3.07916,1.55378,2.01416,0.934778,1.58577,2.03412,2.18241,3.12485
NOD2,0.626759,0.46177,0.310923,0.916006,0.940383,1.26945,1.08534,1.45154,0.357536,0.850792,0.280316,0.795952,0.6214,0.778765,1.39417,1.91112,0.395897,1.20952,0.303073,0.600217,0.897515,0.408819,0.573672,0.338135,0.791717,1.17823,0.263407,0.860579,1.1467,1.21422,0.23148,0.36933,1.0176,0.249918,0.854335,0.18727,0.506674,0.220557,1.26334,0.509313
IFIH1,22.1806,8.26618,7.25265,7.59311,27.2948,8.1855,9.63164,8.82747,10.8366,10.6624,4.63872,11.0273,18.6094,5.2992,10.3293,6.69595,11.7425,23.6311,21.0646,3.38372,11.96,8.50998,6.41783,6.19148,4.72258,13.4415,6.40724,15.2236,7.65527,7.39479,7.9346,10.405,11.8362,5.51057,3.814,7.4223,4.95638,5.53544,8.49445,8.05952
PARP12,16.0395,7.24819,9.63033,11.2434,15.0115,10.7948,15.7852,10.4135,16.1923,13.6696,5.58277,11.2221,12.5899,7.21612,11.4024,9.91727,13.7895,19.5352,10.9511,5.22083,12.8808,8.33663,10.233,9.65425,7.27091,13.5899,6.24604,17.8029,10.687,8.73819,10.7507,11.2863,12.0374,6.56359,3.60277,4.12995,9.5729,7.50634,10.1618,7.34672
SIGLEC1,2.64956,2.61349,1.65778,4.36426,8.74832,4.0942,1.46109,1.08173,2.3321,8.64421,1.07903,10.8734,1.56237,1.60043,7.18244,7.03515,2.70898,9.30337,2.56078,1.15299,2.99812,1.83301,1.04061,1.27347,3.67025,7.51516,2.45607,4.75821,3.30072,5.80127,1.6301,5.2888,5.67871,1.37364,2.03112,1.63462,0.778245,1.33385,4.89506,2.36397
IFNA1,0.04665,1.97333,0,1.10533,0.665714,0.526563,0.0791187,0.167538,0.0362732,0.651517,0.625765,0.461461,0,0,0.0346436,0.164101,0.395952,0.124561,0.660591,1.17065,0.0442593,0.0752802,0.420971,0.237202,0.290376,0.642032,0.0308499,0.219319,0.143334,0.394701,4.40603,1.6341,0.362877,0.674156,0.124844,0.045195,0.559333,0.342738,0.686919,0.603715
PVRIG,3.49019,6.6913,6.06663,11.4429,3.70009,12.5745,25.4155,14.9031,9.52209,5.25984,9.35763,6.62397,2.85717,5.08433,12.3041,10.4929,8.08849,4.45193,3.58074,4.50864,6.35313,4.32239,9.68349,16.5206,6.62213,6.49842,11.1043,8.28385,11.4007,9.26449,9.719,7.37455,6.72153,7.41489,7.7203,5.66177,3.64948,5.777,9.57904,6.91797
NOTCH2,41.4053,25.2092,39.9772,35.3846,27.2907,27.3646,15.1744,17.0727,16.8095,22.0277,20.6169,29.5807,23.949,32.9132,20.5449,30.6412,28.761,28.3655,14.8216,17.2234,27.6531,26.0087,27.6095,26.4224,38.8501,20.3022,17.6225,18.5387,24.8051,22.35,29.8507,30.6086,20.723,14.4903,17.5386,21.2816,18.3242,16.7797,23.123,20.1137
NEIL1,1.79593,3.40851,8.22115,5.57654,3.31686,7.50933,2.44558,3.01481,4.43749,5.86409,2.44662,5.50738,1.19758,4.19058,3.51633,4.29674,2.32029,2.7734,4.00733,5.6183,3.82894,2.94027,4.41701,4.60971,5.12891,3.39715,2.75138,3.51692,5.65943,4.45073,2.74945,2.99302,3.14081,3.06276,6.35136,3.25215,3.46379,4.06605,3.63891,3.9495
BBS1,5.60776,3.82244,9.18538,5.32725,5.23452,6.30754,7.61754,5.93106,5.00881,4.03513,6.57526,5.16566,2.49511,3.61345,5.41529,4.94315,5.92435,3.90115,5.16781,7.13023,4.34538,3.42795,5.67114,7.4476,5.79233,3.25341,8.99536,5.65975,5.4071,4.28652,7.8108,5.11785,4.11183,3.68732,6.34093,4.89211,5.39313,5.75005,4.3909,3.76829
CXorf36,1.16506,3.58479,0.37874,1.60094,1.93042,1.27112,0.777173,1.30509,0.496035,0.903496,0.0217163,1.98343,1.15537,0.664433,4.11029,2.64969,0.598802,1.31952,1.0407,1.09919,2.38688,2.31265,1.29571,1.13947,0.953437,1.35073,1.43793,1.1687,0.278699,1.02726,0.764591,1.6681,5.42051,0.989302,2.83204,1.50013,0.513002,0.869172,1.20111,5.04116
MMRN2,10.4645,7.3436,4.30054,3.53725,1.9862,2.59109,1.16126,1.20346,2.84048,3.0733,0.373068,3.6678,5.48626,4.43374,4.98487,6.83243,4.40938,4.49839,1.63393,0.99733,8.65526,4.76138,1.97696,2.28234,2.25593,2.72352,2.11742,2.18635,8.62707,2.18694,0.722597,1.69832,7.42474,2.51662,3.7248,2.24695,1.10501,1.58112,1.49468,6.10154
WDR76,3.03879,1.72326,2.59688,1.98591,6.78262,1.96723,2.63585,1.5217,5.76039,2.46318,2.19617,3.21588,14.9852,1.44138,5.59379,2.26192,3.11244,2.07268,9.57325,10.856,4.64021,2.2716,9.01418,2.997,9.85051,5.23564,7.02364,6.38456,2.33638,1.54472,7.33476,4.85265,5.70347,1.74264,3.26888,1.87127,5.63025,2.15234,4.78254,2.79523
ZC3H12A,5.37915,10.4618,13.0544,14.6957,13.9709,25.3307,8.34993,5.11421,3.04835,7.64716,15.6013,16.4982,9.31193,30.3034,7.2253,22.9025,27.8379,21.2895,14.0313,35.2787,5.06023,8.48079,6.04955,3.81774,14.7841,14.9125,3.22135,6.35296,8.09519,22.7986,3.4434,4.50533,7.58169,4.63386,7.95881,5.17352,11.545,12.3562,6.36843,6.40512
MYCT1,0.584619,1.28375,0.331893,0.667412,0.768965,1.12481,0.32675,0.365838,0.072319,0.222677,0,0.816266,0.375875,0.470366,2.01783,1.3788,0.40933,0.679983,0.419716,0.375102,1.01477,1.59737,0.574816,0.69149,0.584838,0.984645,0.637031,0.624661,0.250777,0.601005,0.131268,0.721403,1.50725,0.374881,0.568925,0.450533,0.182067,0.396573,0.374031,1.73024
WNT10A,7.27281,3.77101,18.0592,18.8296,0.103841,0.342374,8.85061,3.20201,6.45909,6.60847,14.0257,2.10318,0.390035,0.965324,3.61944,4.7954,1.92438,1.86524,4.17505,8.10901,14.3627,4.44422,2.12241,4.82484,7.59506,1.99969,1.70044,0.345703,14.4334,8.47978,1.35123,0.543324,8.77642,6.16712,0.934733,0.707937,5.19545,7.97068,1.65997,0.568735
ULBP2,0.361879,0.173952,0.188321,0.514461,0.370575,0.204236,0.17901,0.234658,0.0351728,0.0168467,0.426387,0.471013,0.5235,0.379581,1.8364,3.38135,2.04768,3.24771,0.229941,0.614868,0.228889,0.158159,0.768376,0.0811784,0.791068,0.0798147,0.478625,0.401702,0.0397103,0.333659,1.37049,1.08276,0.078193,0.145268,0.645634,0.204512,0.568191,0.207712,1.11013,0.378071
PDCD1LG2,1.14053,1.22741,0.0664399,1.03255,3.69107,1.13366,0.808383,0.733627,0.714759,1.55007,0.0925722,1.79025,1.38997,1.41952,2.13012,2.29045,0.856207,2.94687,0.945668,0.587369,1.38894,1.68254,0.790662,0.560068,1.10501,5.1722,0.703581,1.61395,0.709831,1.52892,1.10325,1.95285,1.55588,1.12458,1.48817,0.907054,1.06425,0.63315,2.44762,2.29937
APOL6,3.8419,3.42243,3.25345,5.40399,10.238,4.13113,2.32008,2.57376,2.24709,4.22546,2.01278,7.36361,5.49315,3.55417,11.6931,9.05433,2.61918,8.2665,4.2546,1.64782,3.18393,4.72647,6.05762,3.53886,7.35012,14.0334,1.49584,6.88263,3.50612,3.4051,1.62811,3.86359,6.7699,2.67274,2.14803,2.27083,1.68541,1.71732,5.80494,10.9222
WNT4,0.454537,2.47208,0.412256,1.00108,0.284853,0.601013,1.34356,2.82434,0.30294,0.45948,0.93851,1.21253,0.0723643,0.200926,0.594734,1.10021,0.544336,0.261999,0.509261,0.411895,3.41708,0.964024,0.896181,5.30601,0.55046,0.270392,1.28537,0.580028,0.737244,0.498685,0.968265,1.19035,2.28979,0.673251,0.509739,0.893302,0.652504,0.38563,2.33975,2.41245
WNT5B,0.0902029,0.406212,0.222354,0.418454,0.828043,0.289374,0.881675,0.323954,0.158734,0.387216,0.0722893,0.736568,0.207562,0.728291,0.553526,0.542761,0.173122,0.456353,0.320624,0.243236,0.842289,0.609064,1.69351,0.87471,0.55303,0.854432,1.60746,0.665876,0.470951,1.43061,0.37898,0.823187,0.369296,0.405114,0.372686,0.317362,0.674941,0.38368,0.727855,0.380156
SPRY4,1.24794,1.64486,3.70986,4.02772,1.88392,1.2321,3.47898,1.61874,0.433914,0.363134,0.15785,1.28346,0.500729,1.36527,1.82163,3.01466,2.29212,2.09862,1.43616,2.7251,1.59416,1.2172,1.03678,0.561263,7.25526,2.75592,1.23689,1.2253,1.82498,2.76788,0.644625,1.00424,2.96149,1.45592,2.69145,0.784225,1.38651,0.917985,1.63866,1.4905
FZD8,1.39858,0.710698,1.49722,1.57168,1.21967,0.947187,0.042357,0.227223,0.124283,0.100453,0.985109,0.556508,0.115612,0.612993,0.541567,1.86248,1.46971,0.889136,0.239396,0.762511,0.322247,0.298235,0.440136,0.221109,2.65607,0.349006,1.93565,0.187863,0.140316,0.682684,0.91589,0.839837,0.841835,0.178739,0.628262,0.32906,0.171111,0.201837,0.190364,0.339365
TAF3,7.41591,10.3767,7.49069,6.71151,10.3248,7.78347,8.51918,8.31924,7.70876,7.86124,3.37419,7.88528,13.2049,7.01966,10.9563,7.02285,5.45693,5.52367,7.6012,7.79725,9.44513,10.4946,7.12568,11.7401,12.3333,14.4037,11.8946,10.5572,8.232,7.29358,16.719,12.8005,10.3049,5.26813,9.37064,10.3369,14.6686,10.3069,10.0608,13.7131
CCNB1,5.19578,0.755631,10.9016,4.11669,25.076,3.41799,12.3621,3.99151,9.05146,2.53282,23.0421,6.5301,29.0013,2.34964,12.3559,4.73664,10.4555,3.33579,6.04714,11.4623,5.92639,3.39787,11.5812,3.98413,13.2794,2.82038,19.8445,12.2136,4.73553,2.20774,28.674,14.0849,11.4556,2.1066,6.75314,3.09397,13.732,2.58339,10.5775,1.95404
BRIP1,7.21951,1.28836,1.38037,1.50408,5.84145,0.716524,7.50638,5.73265,4.81838,1.26651,5.1763,3.10296,4.34048,0.731242,4.07063,1.11207,2.86819,0.973042,2.49695,4.05619,2.31106,1.53454,5.19352,1.7525,4.27834,2.67748,5.20076,3.30613,4.12421,1.20501,10.8666,6.37082,4.73866,1.84096,2.8471,0.710172,3.29213,1.07805,4.54055,1.35492
NLRC5,8.10315,6.36217,1.55025,5.42333,7.36989,5.28315,2.58405,1.58757,2.93805,4.74647,0.895577,7.84522,3.26425,8.83836,14.8582,13.6205,3.10622,8.98263,3.58833,1.86582,5.5724,5.14421,4.67576,1.6673,12.5511,16.3416,1.55408,8.57145,5.35867,5.9878,2.38144,5.14062,8.09708,3.68395,3.6012,2.01535,3.24023,1.62237,6.48522,9.05035
DNAJC14,19.0491,15.0681,18.4343,15.692,19.1412,13.7021,22.6322,17.3374,20.8642,15.7679,28.7768,17.8651,12.2937,10.8228,21.2392,16.8789,14.9231,14.5098,10.3931,11.2718,13.7676,11.3057,30.0624,19.9782,22.8314,17.7164,32.7332,46.6634,19.5048,15.4137,30.7528,22.2703,18.0039,16.6214,18.3679,19.6319,18.9502,17.9175,25.4131,16.5067
MAML2,25.6366,25.1599,40.3237,42.0898,33.006,43.3757,23.9539,20.8334,34.6104,32.0308,13.4216,14.4843,17.2295,23.9002,25.109,20.2394,14.4963,13.8696,26.9742,37.867,24.1887,19.0003,9.32633,13.4004,21.5931,19.1298,16.664,12.7328,28.7217,31.4322,16.3094,20.0379,32.2438,32.6163,24.3489,29.1704,26.9772,28.8169,15.3333,24.7787
HAVCR2,1.39753,2.83775,0.606606,2.63717,5.65906,4.9517,0.967221,0.60019,1.07205,4.32722,0.595273,6.12096,3.67471,5.99507,3.91404,7.24188,1.26085,7.4576,2.2732,1.553,2.17616,3.85816,1.20758,1.91569,3.30462,11.3254,1.58315,4.15433,1.96406,4.34798,1.30269,2.95261,3.77804,3.02749,1.8281,1.56645,1.56722,2.02015,4.88002,3.5584
CCL14,0.276842,1.9636,0.0384182,0.35567,0.0780374,2.22212,0.0678204,0.279862,0.0382687,0.762967,0.00892149,2.10754,0.126573,1.44225,5.20373,3.91703,0,1.64267,0.830956,0,1.45919,2.52163,0.0130626,1.31014,0.432172,1.41983,0.25224,0.597743,0.0162021,0.756753,0.0583483,0.678822,3.00689,0.33022,0.16464,0.34569,0.0210751,0.553688,0.079931,7.72771
CASP3,1.99976,1.66886,0.899746,1.50044,1.6955,1.88102,2.0432,1.8786,1.87888,2.21878,2.53245,3.1957,5.74112,3.16276,5.57935,3.56612,2.09984,3.50411,4.4322,3.11464,3.46516,4.6613,2.7312,2.16406,3.67994,7.68179,3.11327,5.00004,2.90149,2.86966,2.93058,3.57543,3.12371,2.04511,2.78115,3.12807,2.00998,1.33913,3.16355,2.93167
PDGFA,0.470383,2.53149,2.80117,2.01304,1.17258,1.57642,1.69424,1.35262,1.61383,2.28642,4.69055,1.72185,1.42173,3.95987,1.88705,4.03431,1.15247,2.27889,1.7537,2.66198,2.46602,2.18721,2.57928,0.789034,5.72649,1.85331,1.48158,0.676353,2.13279,2.81525,1.81288,1.81757,1.84835,1.2147,1.89041,1.08995,0.99674,0.926325,2.28919,1.53362
TSLP,0.0141657,0.0226978,0.0147436,0.0447523,0,0.0426389,0.0240251,0.0282637,0,0.0949628,0,0.0393339,0.00607181,0.022288,0.112212,0.120424,0.00890627,0.105067,0.0102869,0.0148117,0.00447992,0.0152397,0.0175455,0.0423697,0.0629824,0.00499895,0.0374715,0.0221994,0.0248713,0.015366,0.0149281,0,0.0550955,0.0519908,0.0505467,0.0182985,0.0323518,0.0173459,0,0.122216
WNT3A,0.0873443,0.419855,0.650339,0.241976,0.0798998,0.113758,0.148136,0.112606,0.182849,0.217697,0.896389,0.125928,0.00863957,0.13214,0.0648643,0.070904,0.2788,0.19136,0.0878232,0.365309,0.0764935,0.0325268,0.517142,0.0602877,0.424189,0.192051,0.18217,0.0157938,0.117964,0.240506,0.334549,0.117676,0.0174212,0.0924719,0.137852,0.195277,0.126591,0.123407,0.110573,0.157597
GZMH,0.804333,1.22095,0.264362,1.68512,1.4935,0.979568,0.682077,0.152035,0.1975,1.04056,0.260909,2.07176,0.381049,1.51529,2.46788,2.66187,0.492392,2.95775,0.899195,0.265582,1.54631,1.29797,0.977513,0.291224,2.72917,7.66372,0.447924,1.72488,0.260142,0.688803,0.418235,0.815589,0.850688,0.699169,0.906332,1.2714,0.145022,0.408217,1.15504,1.78051
IL33,0.408407,1.26714,0.164231,0.316695,0.696627,0.817209,0.0472268,0.296313,0.606252,1.26521,0.0044868,1.03093,0.485377,0.910319,1.23156,1.36591,0.00778101,0.842656,0.768406,0.200575,0.986303,2.87588,0.128105,0.459005,0.357662,1.85394,0.274174,0.809727,0.0706191,0.531613,0.166286,1.22468,2.16605,0.70688,0.358803,0.557533,1.05991,0.676263,0.712861,2.95298
HLA-DPA1,10.0682,14.3188,23.1212,22.4169,12.4882,14.5901,2.42922,1.74821,3.18048,17.6347,1.28232,25.8865,9.92946,28.5141,32.6698,47.0431,5.79948,37.3034,17.162,4.20362,11.4295,20.2993,18.7103,10.772,27.1546,82.6321,6.10238,25.5826,14.2863,28.9075,5.59938,18.6092,15.7226,18.3781,6.92277,7.83391,3.3951,8.12399,20.2718,30.9455
STK11IP,2.33908,2.27592,5.59348,4.38019,2.12894,2.21349,6.89746,4.92781,2.55233,3.88854,7.24013,4.31563,1.69471,3.36893,4.14587,4.47453,4.68512,3.39956,2.64027,4.79912,2.57454,2.14674,4.08316,4.56971,6.23988,3.19826,3.79468,3.56872,3.54848,3.10681,2.0107,1.81322,2.61564,1.67288,5.72711,3.06372,2.88081,3.45586,4.04903,2.17772
GBP4,3.81218,2.81726,0.864844,2.37658,17.1645,5.32419,0.825558,1.51469,1.78413,2.20472,0.594185,7.1198,5.53847,3.39612,9.76865,6.11699,1.42406,5.08804,3.67049,0.527813,3.78786,4.1444,5.16775,4.78639,8.83174,15.3105,1.2009,9.21551,3.36386,2.53231,1.5078,2.41123,4.02439,1.87675,1.11407,1.03844,0.567069,0.812788,2.18336,5.67902
CCND1,20.5379,12.08,23.4297,39.5304,4.06731,4.88294,13.8008,5.99198,5.66125,19.0446,4.01,6.40085,5.62699,14.0029,2.88761,7.24588,7.84241,24.7227,10.5774,10.5193,14.6496,13.4608,3.72545,2.8022,7.7009,5.31219,20.7393,24.6518,29.6932,36.2272,7.64849,6.59128,14.1723,16.1696,25.6747,17.9633,8.65898,5.79471,6.54828,5.06983
RAD51C,5.39728,2.53861,0.880427,1.54686,2.01193,1.02597,4.24777,3.31203,3.1082,2.00886,1.8497,2.08288,1.53138,0.855982,2.69757,1.78832,2.99293,2.12584,2.11749,2.42107,3.34559,2.56688,3.2436,3.18698,2.5811,2.62343,2.53818,3.10099,2.32683,2.25403,3.6287,3.31176,1.05368,0.79443,2.10698,3.17207,2.44898,2.01986,1.99987,2.09018
